SMILES,Original_SMILES,ATSC1pe,MATS2c,SlogP_VSA2
C1=CCCCCC1,C1NOCCOC=1,-1.77E-15,-0.27010013,0
C1=CCC=CCC=1,C1NOCCOC=1,1.41E-15,-0.35475755,0
C1=CC=CCCC=1,C1NOCCOC=1,1.41E-15,-0.309420767,0
C1=CC=CCC=C1,C1NOCCOC=1,1.42E-15,-0.30313741,0
C1=C=CCCCC=1,C1NOCCOC=1,1.41E-15,-0.200936516,0
C1=CNCCCC1,C1NOCCOC=1,0.011433333,-0.114425544,6.544756406
C1=C=NCCCC=1,C1NOCCOC=1,0.0686,-0.072281075,12.41455547
C1=CCC=CNC=1,C1NOCCOC=1,-0.0343,-0.066995039,0
C1=CCCC=NC=1,C1NOCCOC=1,0.0686,-0.197002825,6.21460058
C1=CCC=CN=C1,C1NOCCOC=1,0.0686,-0.204747224,6.21460058
C1=C=CNCCC=1,C1NOCCOC=1,-0.0343,-0.141818228,6.544756406
C1=CC=CNC=C1,C1NOCCOC=1,-0.0343,-0.160159237,0
C1=CC=CNCC=1,C1NOCCOC=1,-0.0343,-0.186071824,6.544756406
C1=CC=CCCN=1,C1NOCCOC=1,0.0686,-0.260653387,12.41455547
C1=COCCCC1,C1NOCCOC=1,0.136641176,-0.161469625,6.606881965
C1=CC=COC=C1,C1NOCCOC=1,0.082838462,-0.202720396,0
C1=C=COCCC=1,C1NOCCOC=1,0.082838462,-0.221606404,6.606881965
C1=CCNCCC1,C1NOCCOC=1,0.011433333,-0.149450947,13.08951281
C1=CC=NCC=C1,C1NOCCOC=1,0.0686,-0.233144343,12.75935699
C1=CCC=NCC=1,C1NOCCOC=1,0.0686,-0.333815821,12.75935699
C1=CC=CCNC=1,C1NOCCOC=1,-0.0343,-0.073218575,6.544756406
C1=CNCCNC1,C1NOCCOC=1,-0.052458824,-0.169374685,19.63426922
C1=C=NCCNC=1,C1NOCCOC=1,-0.044853846,-0.193689843,18.95931188
C1=CNC=CCN=1,C1NOCCOC=1,-0.044853846,-0.177711011,12.41455547
C1=CN=CCN=C1,C1NOCCOC=1,0.084430769,-0.334571438,18.97395756
C1=CN=CCNC=1,C1NOCCOC=1,-0.044853846,-0.170989802,12.75935699
C1=CNC=CN=C1,C1NOCCOC=1,-0.044853846,-0.258571683,6.21460058
C1=COCCNC1,C1NOCCOC=1,0.03536875,-0.22198267,19.69639478
C1=CCOCCC1,C1NOCCOC=1,0.136641176,-0.205559134,13.21376393
C1=CC=CCOC=1,C1NOCCOC=1,0.082838462,-0.156595421,6.606881965
C1=CNCCOC1,C1NOCCOC=1,0.03536875,-0.227002874,19.75852033
C1=CCOC=CN=1,C1NOCCOC=1,0.04255,-0.324291238,12.47668103
C1=CNC=COC=1,C1NOCCOC=1,-0.113841667,-0.206640903,0
C1=C=NCCOC=1,C1NOCCOC=1,0.04255,-0.272391394,19.02143743
C1=CN=CCOC=1,C1NOCCOC=1,0.04255,-0.247348409,12.82148254
C1=COCCOC1,C1NOCCOC=1,0.12104,-0.268802687,19.82064589
C1=COC=COC=1,C1NOCCOC=1,-0.061490909,-0.282734738,0
C1=CNCCCN1,C1NOCCOC=1,-0.052458824,-0.179368209,13.08951281
C1=CNCC=CN=1,C1NOCCOC=1,-0.044853846,-0.165682898,12.41455547
C1=CN=CCCN=1,C1NOCCOC=1,0.084430769,-0.325345092,18.62915605
C1=CNC=CNC=1,C1NOCCOC=1,-0.174138462,-0.123995788,0
C1=CCNC=CN=1,C1NOCCOC=1,-0.044853846,-0.247769526,12.41455547
C1=COCCCN1,C1NOCCOC=1,0.03536875,-0.240157125,13.15163837
C1=COC=CCN=1,C1NOCCOC=1,0.04255,-0.241941071,12.41455547
C1=CNNCCC1,C1NOCCOC=1,0.187641176,-0.289088891,6.544756406
C1=CC=CCNN=1,C1NOCCOC=1,0.195246154,-0.206065005,12.41455547
C1=CC=CNNC=1,C1NOCCOC=1,0.065961538,-0.357468226,0
C1=C=NNCCC=1,C1NOCCOC=1,0.195246154,-0.245937019,12.41455547
C1=CCC=NNC=1,C1NOCCOC=1,0.195246154,-0.261763321,6.21460058
C1=CC=NNC=C1,C1NOCCOC=1,0.195246154,-0.311766909,6.21460058
C1=CCC=CNN=1,C1NOCCOC=1,0.195246154,-0.156300166,5.869799063
C1=CNNCCN1,C1NOCCOC=1,0.0343,-0.328276311,13.08951281
C1=C=NNCCN=1,C1NOCCOC=1,0.114333333,-0.388811505,24.82911094
C1=CNNC=CN=1,C1NOCCOC=1,-0.045733333,-0.496386136,5.869799063
C1=CN=NCC=N1,C1NOCCOC=1,0.2744,-0.524850902,12.75935699
C1=CNCC=NN=1,C1NOCCOC=1,0.114333333,-0.298168385,18.62915605
C1=CN=NCCN=1,C1NOCCOC=1,0.2744,-0.513234483,18.95931188
C1=COCCNN1,C1NOCCOC=1,0.0738,-0.382216617,13.15163837
C1=COC=CNN=1,C1NOCCOC=1,-0.032236364,-0.388934689,5.869799063
C1=COC=CN=N1,C1NOCCOC=1,0.1602,-0.461645069,0
C1=CNOCCC1,C1NOCCOC=1,0.47146875,-0.295040251,6.606881965
C1=CC=CCON=1,C1NOCCOC=1,0.47865,-0.230099759,12.47668103
C1=CCC=CON=1,C1NOCCOC=1,0.47865,-0.13693768,5.869799063
C1=CNOCCN1,C1NOCCOC=1,0.2698,-0.361125806,13.15163837
C1=CNC=CON=1,C1NOCCOC=1,0.163763636,-0.358455052,5.869799063
C1=CN=CCON=1,C1NOCCOC=1,0.3562,-0.415725427,18.69128161
C1=CONC=CN=1,C1NOCCOC=1,0.163763636,-0.563446652,5.869799063
C1=COCCON1,C1NOCCOC=1,0.300085714,-0.413916329,13.21376393
C1=COC=CON=1,C1NOCCOC=1,0.15916,-0.459599035,5.869799063
C1=COCCCO1,C1NOCCOC=1,0.12104,-0.293135717,13.21376393
C1=CONCCC1,C1NOCCOC=1,0.47146875,-0.291349445,6.544756406
C1=CC=CONC=1,C1NOCCOC=1,0.322258333,-0.392347865,0
C1=CC=CNOC=1,C1NOCCOC=1,0.322258333,-0.384833196,0
C1=C=CONCC=1,C1NOCCOC=1,0.322258333,-0.418696648,6.544756406
C1=CONCCN1,C1NOCCOC=1,0.2698,-0.376286412,13.08951281
C1=CON=CC=N1,C1NOCCOC=1,0.3562,-0.499888021,12.42920116
C1=CONCCO1,C1NOCCOC=1,0.300085714,-0.430593717,13.15163837
C1=COOCCC1,C1NOCCOC=1,0.91314,-0.271312804,6.606881965
C1=C=COOCC=1,C1NOCCOC=1,0.730609091,-0.435645068,6.606881965
C1=COOCCN1,C1NOCCOC=1,0.656085714,-0.405995236,13.15163837
C1=COOCCO1,C1NOCCOC=1,0.675030769,-0.461402649,13.21376393
CC/C=C/CCCC,CO/C=C/OCNN,-0.054444444,-0.252858079,0
C=CCC=C=CCC,CO/C=C/OCNN,-0.0441,-0.31539092,0
CC=C=C/C=C/CC,CNCO/C=C/NO,-0.0441,-0.269321971,0
CC=C=C=CCCC,CNCO/C=C/NO,-0.0441,-0.192235644,0
CC=CC=C=CCC,CNCO/C=C/NO,-0.0441,-0.309257628,0
C=CC=C/C=C/CC,CO/C=C/OCNN,-0.0441,-0.269281699,0
C=C=C=CCCCC,N/N=C/OCCCN,-0.0441,-0.191261908,0
CC=C=CC=CCC,N/N=C/OCCCN,-0.0441,-0.269321971,0
C=C=CC/C=C/CC,CNCO/C=C/NO,-0.0441,-0.33803305,0
C=C/C=C/C=CCC,CO/C=C/OCNN,-0.0441,-0.269281699,0
CCCC/C=C/CN,CNCO/C=C/NO,-0.183013611,-0.044431588,6.544756406
CC=CC/C=C/C=N,CNCO/C=C/NO,-0.116120499,-0.136951954,6.21460058
CCCC=C=C=CN,N/N=C/OCCCN,-0.200967867,0.014400865,0
CCC=CC=C=CN,CNCO/C=C/NO,-0.200967867,0.035822459,0
CC=C=C/C=C/CN,CNCO/C=C/NO,-0.200967867,-0.056053557,6.544756406
C=CCCC=C=CN,CNCO/C=C/NO,-0.200967867,0.019667141,0
CC=CC=C=CCN,CNCO/C=C/NO,-0.200967867,-0.113448072,6.544756406
CCCC/C=C/CO,CNCO/C=C/NO,-0.18250062,-0.082562151,11.71340936
C=CC=C/C=C/CO,CNCO/C=C/NO,-0.203475,-0.106564496,11.71340936
CCCC=C=C=CO,N/N=C/OCCCN,-0.203475,-0.044726697,5.106527395
CCCC=C=CC=O,CCCNCOC=N,-0.021025,-0.264989029,6.286160523
CC=C=C/C=C/CO,CNCO/C=C/NO,-0.203475,-0.093848464,11.71340936
CC=CC/C=C/C=O,CNCO/C=C/NO,-0.021025,-0.216903778,6.286160523
C=C=CC/C=C/CO,CNCO/C=C/NO,-0.203475,-0.122967353,11.71340936
C=CCC/C=C/C=O,CNCO/C=C/NO,-0.021025,-0.220979385,6.286160523
CCC=C=C=CCO,CO/C=C/OCNN,-0.203475,-0.105297703,11.71340936
CCCC/C=C/CF,CNCO/C=C/NO,-0.022073469,-0.215739793,6.674590972
CCC=C=C=CCF,CNCO/C=C/NO,-0.010236678,-0.22722912,6.674590972
C=CCC=C=CCF,CNCO/C=C/NO,-0.010236678,-0.32386367,6.674590972
CCCC=C=C=CF,N/N=C/OCCCN,-0.010236678,-0.256357529,0
CC=CC=C=CCF,CNCO/C=C/NO,-0.010236678,-0.315055275,6.674590972
CC=C=C/C=C/CF,CNCO/C=C/NO,-0.010236678,-0.22268001,6.674590972
CCCC/C=C/NC,CO/C=C/OCNN,-0.011513611,-0.189346639,7.047671983
C=N/C=C/CC=CC,CNCO/C=C/NO,0.055379501,-0.333460547,6.717516156
C=N/C=C/C=CCC,CO/C=C/OCNN,0.055379501,-0.352436325,6.717516156
C=CCCC=C=NC,CNCO/C=C/NO,0.055379501,-0.265284633,12.91747105
C=NC=C=CCCC,CO/C=C/OCNN,0.055379501,-0.301607017,6.717516156
CC=CC=C=CNC,CO/C=C/OCNN,-0.029467867,-0.186609038,7.047671983
CCCC/C=C/NN,CNCO/C=C/NO,0.043087603,-0.311677947,0
C=C=CC/C=C/NN,CNCO/C=C/NO,-0.0196,-0.372861329,0
CC=CC=C=CNN,CNCO/C=C/NO,-0.0196,-0.363787895,0
CCC=CC=C=NN,N/N=C/OCCCN,0.0833,-0.117012556,5.869799063
CC=CC/C=C/N=N,CNCO/C=C/NO,0.1862,-0.302991567,0
CC=C=C/C=C/NN,CNCO/C=C/NO,-0.0196,-0.378975875,0
C=CCC/C=C/N=N,CNCO/C=C/NO,0.1862,-0.302428248,0
CCCC/C=C/NO,CNCO/C=C/NO,0.212594331,-0.312269558,5.207253025
CC=CC/C=C/N=O,CNCO/C=C/NO,0.476277163,-0.300018666,0
C=CCC=C=CNO,CNCO/C=C/NO,0.136959516,-0.377808927,5.207253025
CCCC=C=C=NO,CNCO/C=C/NO,0.257441869,-0.124500922,11.07705209
CCC=C=C=CNO,CNCO/C=C/NO,0.136959516,-0.384041041,5.207253025
CC=C=C/C=C/NO,CNCO/C=C/NO,0.136959516,-0.380939796,5.207253025
CC=CC=C=CNO,CNCO/C=C/NO,0.136959516,-0.376565079,5.207253025
CCCC/C=C/NF,CNCO/C=C/NO,0.627924,-0.170701997,0
CC=CCC=C=NF,N/N=C/OCCCN,0.724625,-0.313689557,5.869799063
CCC=C=C=CNF,CO/C=C/OCNN,0.580075,-0.199539694,0
C=CCC=C=CNF,CNCO/C=C/NO,0.580075,-0.209545185,0
CCC=CC=C=NF,CNCO/C=C/NO,0.724625,-0.322837542,5.869799063
C=CCCC=C=NF,CNCO/C=C/NO,0.724625,-0.280550161,5.869799063
CC=C=C/C=C/NF,CNCO/C=C/NO,0.580075,-0.22097764,0
CCCC=C=C=NF,N/N=C/OCCCN,0.724625,-0.346634914,5.869799063
CCCC/C=C/OC,CO/C=C/OCNN,0.12899938,-0.232559408,7.109797541
CC=C=C/C=C/OC,CO/C=C/OCNN,0.108025,-0.290283962,7.109797541
C=CC=C/C=C/OC,CO/C=C/OCNN,0.108025,-0.304886631,7.109797541
C=CCC=C=COC,CO/C=C/OCNN,0.108025,-0.257822705,7.109797541
C=C=CC/C=C/OC,CNCO/C=C/NO,0.108025,-0.277048957,7.109797541
CC=CC=C=COC,CNCO/C=C/NO,0.108025,-0.255175982,7.109797541
CCCC/C=C/ON,CNCO/C=C/NO,0.352594331,-0.338056616,0
CC=CC=C=CON,CNCO/C=C/NO,0.276959516,-0.409215754,0
C=CCC=C=CON,CNCO/C=C/NO,0.276959516,-0.41027725,0
C=CC=C/C=C/ON,CNCO/C=C/NO,0.276959516,-0.439300416,0
CCCC/C=C/OO,CNCO/C=C/NO,0.681339,-0.335496346,5.257235394
CC=CC=C=COO,CNCO/C=C/NO,0.590010938,-0.422234061,5.257235394
C=C=CC/C=C/OO,CNCO/C=C/NO,0.590010938,-0.404485633,5.257235394
C=CC=C/C=C/OO,CNCO/C=C/NO,0.590010938,-0.444896429,5.257235394
CCCC/C=C/OF,CNCO/C=C/NO,1.337883934,-0.126412475,0
CC=CC=C=COF,CNCO/C=C/NO,1.280338222,-0.18025713,0
CC=C=C/C=C/OF,CNCO/C=C/NO,1.280338222,-0.177557371,0
CCC=C=C=COF,CO/C=C/OCNN,1.280338222,-0.220987518,0
CC/C=C/NCCC,CO/C=C/OCNN,-0.011513611,-0.120076589,6.544756406
CC=C=CNC=CC,CO/C=C/OCNN,-0.029467867,-0.06988145,0
CC=C=N/C=C/CC,CNCO/C=C/NO,0.055379501,-0.103478439,5.869799063
C=C/C=C/NCC=C,CNCO/C=C/NO,-0.029467867,-0.161720311,6.544756406
CC=CN=C=CCC,CNCO/C=C/NO,0.055379501,-0.133386003,5.869799063
CC=C=CN=CCC,CNCO/C=C/NO,0.055379501,-0.200197056,6.21460058
C=CC=C=NCCC,CCCNCOC=N,0.055379501,-0.230782442,12.41455547
C=C=C=CNCCC,CO/C=C/OCNN,-0.029467867,-0.132172235,6.544756406
CCCN/C=C/CN,CNCO/C=C/NO,-0.197012397,-0.07149463,13.08951281
CCCN=C=C=CN,CNCO/C=C/NO,-0.1568,0.006426243,12.41455547
CCC=NC=C=CN,CNCO/C=C/NO,-0.1568,-0.00134186,6.21460058
CCCNC=C=C=N,CCCNCOC=N,-0.1568,-0.058282483,12.41455547
C=C=CN/C=C/CN,CNCO/C=C/NO,-0.2597,-0.042999729,6.544756406
C=CCNC=C=CN,CNCO/C=C/NO,-0.2597,0.003506172,6.544756406
CCCN=C=CC=N,CCCNCOC=N,-0.0539,-0.155335354,18.62915605
C=CC=N/C=C/CN,CNCO/C=C/NO,-0.1568,-0.089332453,12.75935699
C=CCN=C=CCN,CNCO/C=C/NO,-0.1568,-0.105531064,18.95931188
CCCN/C=C/CO,CNCO/C=C/NO,-0.223505669,-0.091527564,18.25816577
CC=CNC=C=CO,CNCO/C=C/NO,-0.299140484,-0.017328333,5.106527395
C=CCN=C=CCO,CNCO/C=C/NO,-0.178658131,-0.135110191,24.12796483
C=CC=N/C=C/CO,CNCO/C=C/NO,-0.178658131,-0.113646831,17.92800994
C=CCN/C=C/C=O,CNCO/C=C/NO,-0.08030519,-0.159528368,12.83091693
C=CCNC=C=CO,CNCO/C=C/NO,-0.299140484,-0.027530559,11.6512838
C=C=CN/C=C/CO,CNCO/C=C/NO,-0.299140484,-0.073180647,11.71340936
CC=CN=C=CCO,CNCO/C=C/NO,-0.178658131,-0.109226099,17.58320842
CCCN/C=C/CF,CNCO/C=C/NO,-0.072776,-0.138938153,13.21934738
C=CC=N/C=C/CF,CNCO/C=C/NO,0.023925,-0.191821671,12.88919155
CC=C=N/C=C/CF,CNCO/C=C/NO,0.023925,-0.108628501,12.54439004
C=CCN=C=CCF,CNCO/C=C/NO,0.023925,-0.218627349,19.08914644
CC=CN=C=CCF,CNCO/C=C/NO,0.023925,-0.184704705,12.54439004
C=C=CN/C=C/CF,CNCO/C=C/NO,-0.120625,-0.113837579,6.674590972
CC=CNC=C=CF,CNCO/C=C/NO,-0.120625,-0.083475661,0
C=CCNC=C=CF,CNCO/C=C/NO,-0.120625,-0.098347478,6.544756406
CCCN/C=C/NC,CO/C=C/OCNN,-0.025512397,-0.220850332,13.59242839
C=CCN/C=C/N=C,CO/C=C/OCNN,0.0147,-0.301155604,13.26227256
CC=CNC=C=NC,CNCO/C=C/NO,0.0147,-0.222841369,12.91747105
C=N/C=C/NC=CC,CNCO/C=C/NO,0.0147,-0.300466705,6.717516156
CCC=NC=C=NC,CNCO/C=C/NO,0.1176,-0.375870469,19.13207163
C=N/C=C/N=CCC,CNCO/C=C/NO,0.1176,-0.431217243,12.93211674
C=CCN=C=CNC,CNCO/C=C/NO,0.0147,-0.277544341,19.46222745
C=CCNC=C=NC,CO/C=C/OCNN,0.0147,-0.223970477,19.46222745
CCCN/C=C/NN,CNCO/C=C/NO,-0.036211111,-0.306162104,6.544756406
CCCN=C=C=NN,CNCO/C=C/NO,0.081028028,-0.215934041,18.28435453
CCC=NC=C=NN,CNCO/C=C/NO,0.081028028,-0.215997816,12.08439964
CC=CNC=C=NN,CNCO/C=C/NO,-0.042048443,-0.157435781,5.869799063
C=CC=N/C=C/NN,CNCO/C=C/NO,-0.042048443,-0.447557586,6.21460058
CC=C=N/C=C/NN,CNCO/C=C/NO,-0.042048443,-0.425285381,5.869799063
CC=CN/C=C/N=N,CNCO/C=C/NO,0.081028028,-0.296561662,0
CCCN/C=C/NO,CNCO/C=C/NO,0.10005275,-0.30829785,11.75200943
CC=CN/C=C/N=O,CNCO/C=C/NO,0.346665234,-0.265683624,0
CC=CN=C=CNO,CNCO/C=C/NO,0.086896484,-0.429420307,11.07705209
CCC=NC=C=NO,CNCO/C=C/NO,0.229915234,-0.171119512,17.29165267
C=CCN=C=CNO,CNCO/C=C/NO,0.086896484,-0.430515018,17.62180849
C=CCNC=C=NO,CNCO/C=C/NO,0.086896484,-0.148374607,17.62180849
CC=C=N/C=C/NO,CNCO/C=C/NO,0.086896484,-0.422283714,11.07705209
CCCN/C=C/NF,CNCO/C=C/NO,0.500503324,-0.219691719,6.544756406
CC=C=N/C=C/NF,CNCO/C=C/NO,0.533112889,-0.279822255,5.869799063
CC=CNC=C=NF,CNCO/C=C/NO,0.533112889,-0.20735614,5.869799063
CCC=NC=C=NF,CNCO/C=C/NO,0.703306222,-0.382856458,12.08439964
C=CCN=C=CNF,CNCO/C=C/NO,0.533112889,-0.297384661,12.41455547
CCCN/C=C/OC,CO/C=C/OCNN,0.087994331,-0.287658991,13.65455395
CC=CN=C=COC,CO/C=C/OCNN,0.132841869,-0.360496603,12.9795966
CC=C=N/C=C/OC,CO/C=C/OCNN,0.132841869,-0.375049077,12.9795966
C=CCN=C=COC,CO/C=C/OCNN,0.132841869,-0.363904338,19.52435301
CCCN/C=C/ON,CNCO/C=C/NO,0.24005275,-0.372179075,6.544756406
C=CC=N/C=C/ON,CNCO/C=C/NO,0.226896484,-0.532549816,6.21460058
CC=CN=C=CON,CNCO/C=C/NO,0.226896484,-0.514577789,5.869799063
CC=C=N/C=C/ON,CNCO/C=C/NO,0.226896484,-0.504207295,5.869799063
CCCN/C=C/OO,CNCO/C=C/NO,0.531700554,-0.374308378,11.8019918
CC=CN=C=COO,CNCO/C=C/NO,0.507696,-0.527569614,11.12703446
CC=C=N/C=C/OO,CNCO/C=C/NO,0.507696,-0.505858418,11.12703446
C=C=CN/C=C/OO,CNCO/C=C/NO,0.342076,-0.429976785,5.257235394
CCCN/C=C/OF,CNCO/C=C/NO,1.171413889,-0.271416722,6.544756406
C=CCN=C=COF,CNCO/C=C/NO,1.200142347,-0.371434671,12.41455547
CC=CN=C=COF,CNCO/C=C/NO,1.200142347,-0.352836305,5.869799063
CC/C=C/OCCC,CO/C=C/OCNN,0.12899938,-0.172651132,6.606881965
C=C=C=COCCC,CO/C=C/OCNN,0.108025,-0.223029233,6.606881965
C=C=CO/C=C/CC,CNCO/C=C/NO,0.108025,-0.134680894,0
C=CCOC=C=CC,CO/C=C/OCNN,0.108025,-0.174003592,6.606881965
CCCO/C=C/CN,CNCO/C=C/NO,-0.083505669,-0.122610214,13.15163837
C=CCOC=C=CN,CNCO/C=C/NO,-0.159140484,-0.073474489,6.606881965
C=CCO/C=C/C=N,CNCO/C=C/NO,-0.038658131,-0.184468346,12.82148254
CC=CO/C=C/C=N,CNCO/C=C/NO,-0.038658131,-0.145491364,6.21460058
CCCO/C=C/CO,CNCO/C=C/NO,-0.110761,-0.129608948,18.32029132
C=C=CO/C=C/CO,CNCO/C=C/NO,-0.202089063,-0.110357893,11.71340936
CC=COC=C=CO,CNCO/C=C/NO,-0.202089063,-0.051668688,5.106527395
CCCO/C=C/CF,CNCO/C=C/NO,0.065183934,-0.166334665,13.28147294
C=CCOC=C=CF,CNCO/C=C/NO,0.007638222,-0.163037773,6.606881965
C=C=CO/C=C/CF,CNCO/C=C/NO,0.007638222,-0.140326681,6.674590972
CCCO/C=C/NC,CO/C=C/OCNN,0.087994331,-0.280483928,13.65455395
C=N/C=C/OC=CC,CO/C=C/OCNN,0.132841869,-0.349742254,6.717516156
C=C=CO/C=C/NC,CO/C=C/OCNN,0.012359516,-0.2918523,7.047671983
CCCO/C=C/NN,CNCO/C=C/NO,0.04405275,-0.349176836,6.606881965
C=CCO/C=C/N=N,CNCO/C=C/NO,0.173915234,-0.364899883,6.606881965
CC=CO/C=C/N=N,CNCO/C=C/NO,0.173915234,-0.338215647,0
CCCO/C=C/NO,CNCO/C=C/NO,0.175700554,-0.347656317,11.81413499
C=CCO/C=C/N=O,CNCO/C=C/NO,0.452516,-0.335512873,6.606881965
CC=COC=C=NO,CNCO/C=C/NO,0.151696,-0.200418353,11.07705209
CC=CO/C=C/N=O,CNCO/C=C/NO,0.452516,-0.295757534,0
C=CCOC=C=NO,CNCO/C=C/NO,0.151696,-0.229101732,17.68393405
CCCO/C=C/NF,CNCO/C=C/NO,0.599413889,-0.279131695,6.606881965
CC=COC=C=NF,CNCO/C=C/NO,0.628142347,-0.277959436,5.869799063
CCCO/C=C/OC,CO/C=C/OCNN,0.200739,-0.34426101,13.71667951
CCCO/C=C/ON,CNCO/C=C/NO,0.315700554,-0.419694583,6.606881965
C=C=CO/C=C/ON,CNCO/C=C/NO,0.126076,-0.487887679,0
CCCO/C=C/OO,CNCO/C=C/NO,0.601590432,-0.419900121,11.86411736
CCCO/C=C/OF,CNCO/C=C/NO,1.26640519,-0.339883194,6.606881965
CC/C=C/CCNC,CO/C=C/OCNN,-0.011513611,-0.267735521,13.59242839
CCC=C=CC=NC,CNCO/C=C/NO,0.055379501,-0.376600188,13.26227256
CCC=C=C=CNC,CO/C=C/OCNN,-0.029467867,-0.206545207,7.047671983
CC/C=C/C=C=NC,CNCO/C=C/NO,0.055379501,-0.298629062,12.91747105
C=C/C=C/C=CNC,CO/C=C/OCNN,-0.029467867,-0.250180335,7.047671983
C=NCC=C=CCC,CO/C=C/OCNN,0.055379501,-0.394840075,13.26227256
C=NCCC=C=CC,CO/C=C/OCNN,0.055379501,-0.368604611,13.26227256
C=C=C=CCCNC,CO/C=C/OCNN,-0.029467867,-0.2660911,13.59242839
CNCC/C=C/CN,CNCO/C=C/NO,-0.197012397,-0.135455691,20.13718479
CNCC=C=C=CN,CNCO/C=C/NO,-0.2597,-0.086142826,13.59242839
CNCC=C=CC=N,CNCO/C=C/NO,-0.1568,-0.226128228,19.80702897
CNCCC=C=C=N,CNCO/C=C/NO,-0.1568,-0.1207839,19.46222745
C=NCC=C=CCN,CNCO/C=C/NO,-0.1568,-0.228933355,19.80702897
CN=CCC=C=CN,CNCO/C=C/NO,-0.1568,-0.078212833,13.26227256
CN=C=C/C=C/CN,CNCO/C=C/NO,-0.1568,-0.110925766,19.46222745
CNC=C=C=CCN,CO/C=C/OCNN,-0.2597,-0.142029167,13.59242839
CN=CC/C=C/C=N,CNCO/C=C/NO,-0.0539,-0.223419472,19.47687314
CNCC/C=C/CO,CNCO/C=C/NO,-0.223505669,-0.14621433,25.30583775
CN=C=C/C=C/CO,CNCO/C=C/NO,-0.178658131,-0.132022195,24.63088041
CNCCC=C=C=O,CNCO/C=C/NO,-0.08030519,-0.179675677,19.5337874
C=NCCC=C=CO,CNCO/C=C/NO,-0.178658131,-0.092100004,18.36879996
CNC=C/C=C/C=O,CNCO/C=C/NO,-0.08030519,-0.219302038,13.33383251
CN=CCC=C=CO,CNCO/C=C/NO,-0.178658131,-0.08660773,18.36879996
CN=CC=C=CCO,CNCO/C=C/NO,-0.178658131,-0.223659024,24.97568192
C=NCC/C=C/C=O,CNCO/C=C/NO,0.040177163,-0.294622698,19.54843309
CNC=CC=C=CO,CNCO/C=C/NO,-0.299140484,-0.082102274,12.15419938
CNCC/C=C/CF,CNCO/C=C/NO,-0.072776,-0.248600544,20.26701936
CNC=CC=C=CF,CNCO/C=C/NO,-0.120625,-0.228752112,7.047671983
CN=CC=C=CCF,CNCO/C=C/NO,0.023925,-0.366663545,19.93686353
CNC=C=C=CCF,CNCO/C=C/NO,-0.120625,-0.22804536,13.72226295
C=NCCC=C=CF,CNCO/C=C/NO,0.023925,-0.319950342,13.26227256
CN/C=C/CCNC,CO/C=C/OCNN,-0.025512397,-0.222047217,20.64010037
C=N/C=C/C=CNC,CO/C=C/OCNN,0.0147,-0.292009301,13.76518814
C=NC=C=CCNC,CNCO/C=C/NO,0.0147,-0.310702633,20.30994454
C=NC=C/C=C/NC,CNCO/C=C/NO,0.0147,-0.292009301,13.76518814
C=NCCC=C=NC,CNCO/C=C/NO,0.1176,-0.329434501,26.17974361
CN=C=CC=CNC,CO/C=C/OCNN,0.0147,-0.255802102,19.96514303
C=N/C=C/CC=NC,CO/C=C/OCNN,0.1176,-0.363274861,19.97978872
C=N/C=C/CCN=C,CO/C=C/OCNN,0.1176,-0.374877615,19.97978872
CNCC/C=C/NN,CNCO/C=C/NO,-0.036211111,-0.312665277,13.59242839
CN=CCC=C=NN,CNCO/C=C/NO,0.081028028,-0.184790274,19.13207163
CN=C=C/C=C/NN,CNCO/C=C/NO,-0.042048443,-0.379432173,12.91747105
CN=CC=C=CNN,CNCO/C=C/NO,-0.042048443,-0.389373317,13.26227256
C=NCC=C=CNN,CNCO/C=C/NO,-0.042048443,-0.398221991,13.26227256
CN=CC/C=C/N=N,CNCO/C=C/NO,0.204104498,-0.340727544,13.26227256
C=NCC/C=C/N=N,CNCO/C=C/NO,0.204104498,-0.353524484,13.26227256
CNCC/C=C/NO,CNCO/C=C/NO,0.10005275,-0.31490403,18.79968141
CNC=C/C=C/N=O,CNCO/C=C/NO,0.346665234,-0.258036965,7.047671983
C=NCC/C=C/N=O,CNCO/C=C/NO,0.489683984,-0.373704547,13.26227256
C=NC=C/C=C/NO,CNCO/C=C/NO,0.086896484,-0.422606689,11.92476918
CNCC=C=C=NO,CNCO/C=C/NO,0.086896484,-0.180408315,24.66948048
CNC=CC=C=NO,CNCO/C=C/NO,0.086896484,-0.151110901,18.12472407
CNCC=C=CN=O,CNCO/C=C/NO,0.346665234,-0.343465181,13.59242839
CNCC/C=C/NF,CNCO/C=C/NO,0.500503324,-0.223167291,13.59242839
CNC=C=C=CNF,CO/C=C/OCNN,0.362919556,-0.22107439,7.047671983
CN=C=C/C=C/NF,CNCO/C=C/NO,0.533112889,-0.24599285,12.91747105
CNC=CC=C=NF,CNCO/C=C/NO,0.533112889,-0.253919561,12.91747105
CNCC=C=C=NF,CNCO/C=C/NO,0.533112889,-0.318275324,19.46222745
C=NCC=C=CNF,CNCO/C=C/NO,0.533112889,-0.306656821,13.26227256
C=NC=C/C=C/NF,CNCO/C=C/NO,0.533112889,-0.311318873,6.717516156
CNCC/C=C/OC,CO/C=C/OCNN,0.087994331,-0.248185735,20.70222593
C=NCC=C=COC,CO/C=C/OCNN,0.132841869,-0.299160264,20.3720701
